,Europe and Central Asia,0.953,,—,,0.768,,0.806,,77.7,,71.1,,14.5,,14.8,,9.9,,10.7,,"12,373",,"23,801",
,Latin America and the Caribbean,0.978,,—,,0.755,,0.772,,78.7,,72.4,,15,,14.3,,8.7,,8.7,,"10,708",,"19,046",
,South Asia,0.824,,—,,0.57,,0.692,,71.3,,68.7,,11.9,,11.5,,5.5,,8.4,,"2,393",,"10,416",
,Sub-Saharan Africa,0.894,,—,,0.516,,0.577,,63.3,,59.8,,9.5,,10.6,,4.9,,6.7,,"2,937",,"4,434",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,0.874,,—,,0.5,,0.572,,67.3,,63.5,,9.4,,10.4,,4.1,,5.8,,"2,033",,"3,846",
,Small island developing states,0.959,,—,,0.718,,0.749,,74.1,,70,,12.9,,12.7,,8.5,,9.2,,"12,281",,"21,334",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Organisation for Economic Co-operation and Development,0.978,,—,,0.887,,0.907,,82.9,,77.7,,16.6,,16,,11.9,,12.1,,"34,593",,"55,679",
,,,,,,,,,,,,,,,,,,,,,,,,,
,World,0.943,,—,,0.714,,0.757,,75,,70.6,,12.7,,12.7,,8.1,,9.2,,"12,063",,"21,323",
,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,
,"a. Because disaggregated income data are not available, data are crudely estimated. See Definitions and Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf for details on how the Gender Development Index is calculated.",,,,,,,,,,,,,,,,,,,,,,,,
,b. Countries are divided into five groups by absolute deviation from gender parity in HDI values.,,,,,,,,,,,,,,,,,,,,,,,,
,c. Data refer to 2019 or the most recent year available.,,,,,,,,,,,,,,,,,,,,,,,,
,"d. In calculating the HDI value, expected years of schooling is capped at 18 years.",,,,,,,,,,,,,,,,,,,,,,,,
,"e. In calculating the male HDI value, estimated gross national income per capita is capped at $75,000.",,,,,,,,,,,,,,,,,,,,,,,,
,f. Based on data from OECD (2019b).,,,,,,,,,,,,,,,,,,,,,,,,
,g. Updated by HDRO based on data from Eurostat (2019).,,,,,,,,,,,,,,,,,,,,,,,,
,h. Based on projections from Barro and Lee (2018).,,,,,,,,,,,,,,,,,,,,,,,,
,i. Updated by HDRO based on data from UNESCO Institute for Statistics (2020).,,,,,,,,,,,,,,,,,,,,,,,,
,j. Updated by HDRO based on data from United Nations Children’s Fund (UNICEF) Multiple Indicator Cluster Surveys for 2006–2019.,,,,,,,,,,,,,,,,,,,,,,,,
,k. Updated by HDRO using projections from Barro and Lee (2018).,,,,,,,,,,,,,,,,,,,,,,,,
,l. Based on data from the national statistical office.,,,,,,,,,,,,,,,,,,,,,,,,
,m. Updated by HDRO based on data from ICF Macro Demographic and Health Surveys for 2006–2019.,,,,,,,,,,,,,,,,,,,,,,,,
,n. Based on cross-country regression.,,,,,,,,,,,,,,,,,,,,,,,,
,o. Updated by HDRO based on data from CEDLAS and World Bank (2020).,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,
,Gender Development Index: Ratio of female to male HDI values. See Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf for details on how the Gender Development Index is calculated.,,,,,,,,,,,,,,,,,,,,,,,,
,"Gender Development Index groups: Countries are divided into five groups by absolute deviation from gender parity in HDI values. Group 1 comprises countries with high equality in HDI achievements between women and men (absolute deviation of less than 2.5 percent), group 2 comprises countries with medium to high equality in HDI achievements between women and men (absolute deviation of 2.5–5 percent), group 3 comprises countries with medium equality in HDI achievements between women and men (absolute deviation of 5–7.5 percent), group 4 comprises countries with medium to low equality in HDI achievements between women and men (absolute deviation of 7.5–10 percent) and group 5 comprises countries with low equality in HDI achievements between women and men (absolute deviation from gender parity of more than 10 percent).",,,,,,,,,,,,,,,,,,,,,,,,
,"Human Development Index (HDI): A composite index measuring average achievement in three basic dimensions of human development—a long and healthy life, knowledge and a decent standard of living. See Technical note 1 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf  for details on how the HDI is calculated.",,,,,,,,,,,,,,,,,,,,,,,,
,Life expectancy at birth: Number of years a newborn infant could expect to live if prevailing patterns of age-specific mortality rates at the time of birth stay the same throughout the infant’s life.,,,,,,,,,,,,,,,,,,,,,,,,
,Expected years of schooling: Number of years of schooling that a child of school entrance age can expect to receive if prevailing patterns of age-specific enrolment rates persist throughout the child’s life.,,,,,,,,,,,,,,,,,,,,,,,,
,"Mean years of schooling: Average number of years of education received by people ages 25 and older, converted from educational attainment levels using official durations of each level.",,,,,,,,,,,,,,,,,,,,,,,,
,"Estimated gross national income per capita: Derived from the ratio of female to male wages, female and male shares of economically active population and gross national income (in 2017 purchasing power parity terms). See Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf for details.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,,,,,,,
,Column 1: Calculated based on data in columns 3 and 4.,,,,,,,,,,,,,,,,,,,,,,,,
,Column 2: Calculated based on data in column 1.,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 3 and 4: HDRO calculations based on data from UNDESA (2019a), UNESCO Institute for Statistics (2020), Barro and Lee (2018), World Bank (2020a), ILO (2020) and IMF (2020).",,,,,,,,,,,,,,,,,,,,,,,,
,Columns 5 and 6: UNDESA (2019a). ,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 7 and 8: UNESCO Institute for Statistics (2020), ICF Macro Demographic and Health Surveys, UNICEF Multiple Indicator Cluster Surveys and OECD (2019b).",,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 9 and 10: UNESCO Institute for Statistics (2020), Barro and Lee (2018), ICF Macro Demographic and Health Surveys, UNICEF Multiple Indicator Cluster Surveys and OECD (2019b).",,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 11 and 12: HDRO calculations based on ILO (2020), UNDESA (2019a), World Bank (2020a), United Nations Statistics Division (2020b) and IMF (2020).",,,,,,,,,,,,,,,,,,,,,,,,
