Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
Dismissal of pregnant workers is prohibited (1=yes; 0=no),SG.DML.PRGW,Germany,DEU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,Germany,DEU,..,..,21.0990505218506,..,20.6898708343506,19.8081092834473,19.1261692047119,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,Germany,DEU,..,..,29.355920791626,..,30.7189807891846,29.9799098968506,29.5679607391357,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,Germany,DEU,..,..,25.1498794555664,..,25.5801200866699,24.7420501708984,24.1829490661621,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,Germany,DEU,..,..,96.1211700439453,..,96.2129592895508,96.4398422241211,96.5257034301758,96.361686706543,96.3856582641602,96.3666381835938,96.1299819946289,96.3602828979492,96.3851623535156,96.7584915161133,96.6081237792969,96.5074691772461,97.563346862793,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,Germany,DEU,..,..,96.5514068603516,..,96.8296127319336,97.0093765258789,97.0903396606445,96.9991989135742,97.0964508056641,97.0821380615234,96.9428176879883,97.0770034790039,97.1188201904297,97.4354629516602,97.2818832397461,97.3251266479492,97.9570236206055,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Germany,DEU,..,..,96.3322525024414,..,96.5136413574219,96.7161178588867,96.7991485595703,96.6717910766602,96.7308578491211,96.713623046875,96.5238418579102,96.7073287963867,96.7395401000977,97.0852127075195,96.9334335327148,96.9008636474609,97.7540130615234,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,Germany,DEU,..,..,33.5909385681152,..,32.8147201538086,31.3186492919922,30.014009475708,28.5556907653809,27.7795295715332,26.9802494049072,25.6357192993164,25.1243000030518,23.9706001281738,22.9386692047119,22.2927093505859,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,Germany,DEU,..,..,37.6619415283203,..,38.635009765625,37.692569732666,37.0557518005371,36.3252716064453,36.0448799133301,35.5776710510254,35.1728286743164,34.8621711730957,34.0019798278809,32.8308792114258,32.3749389648438,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,Germany,DEU,..,..,35.5881805419922,..,35.6527214050293,34.4100914001465,33.4242095947266,32.3349189758301,31.7936401367188,31.1494998931885,30.2569007873535,29.8395595550537,28.8160705566406,27.7127704620361,27.1606197357178,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,Germany,DEU,..,..,100,..,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,Germany,DEU,..,..,100,..,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,Germany,DEU,..,..,100,..,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,Germany,DEU,..,..,21.550350189209,..,21.1380100250244,20.2910003662109,19.5942897796631,21.8204097747803,21.2212200164795,20.4853000640869,19.2387294769287,18.9221096038818,17.8673706054688,16.9487209320068,16.3792304992676,16.5399494171143,16.7975997924805,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,Germany,DEU,..,..,30.0940208435059,..,31.4717807769775,30.8774299621582,30.4937591552734,30.4366607666016,30.2779598236084,29.8836193084717,29.6306304931641,29.4880504608154,28.5938091278076,27.3266696929932,27.0274906158447,28.0391902923584,28.2774696350098,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,Germany,DEU,..,..,25.7418899536133,..,26.1768093109131,25.4261207580566,24.8727207183838,26.0114803314209,25.6196708679199,25.0429401397705,24.2740898132324,24.0383396148682,23.0485801696777,21.957239151001,21.5204296112061,22.0724792480469,22.3575592041016,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,Germany,DEU,..,..,80.1103210449219,..,78.6063690185547,78.3045120239258,77.9313430786133,77.0654296875,76.4767303466797,75.9607391357422,75.1662902832031,74.3816909790039,73.6714782714844,72.42333984375,70.9299011230469,70.5457229614258,71.2605133056641,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,Germany,DEU,..,..,86.9406814575195,..,87.6301727294922,88.1513671875,88.3918914794922,87.8439483642578,87.9470901489258,87.8428115844727,87.4699478149414,87.2623596191406,87.1130294799805,86.2872085571289,85.2552490234375,85.2571029663086,86.1753082275391,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,Germany,DEU,..,..,83.4613037109375,..,83.0064163208008,83.083366394043,82.9972076416016,82.3082504272461,82.04736328125,81.7228622436523,81.1279907226563,80.6187515258789,80.1641693115234,79.1142120361328,77.8464736938477,77.6236801147461,78.4840774536133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,Germany,DEU,..,..,10.4831600189209,..,10.6289596557617,10.1028900146484,9.77007961273193,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,Germany,DEU,..,..,11.9414396286011,..,12.43284034729,12.0227699279785,11.7912397384644,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,Germany,DEU,..,..,11.1985902786255,..,11.5085496902466,11.0329399108887,10.7488899230957,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,Germany,DEU,..,..,0.86777001619339,..,0.843859970569611,0.834649980068207,0.794960021972656,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,Germany,DEU,..,..,1.65306997299194,..,1.82702994346619,1.77169001102448,1.75765001773834,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,Germany,DEU,..,..,1.25295996665955,..,1.32317996025085,1.28924000263214,1.26112997531891,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Germany,DEU,..,2.30999994277954,2.29999995231628,2.39000010490417,2.4300000667572,2.50999999046326,2.50999999046326,2.49000000953674,2.48000001907349,2.49000000953674,2.5699999332428,2.52999997138977,2.5,2.51999998092651,2.59999990463257,2.61999988555908,2.67000007629395,2.53999996185303,2.59999990463257,2.66000008583069,2.57999992370605,2.5699999332428,2.60999989509583,2.55999994277954,2.51999998092651,2.57999992370605,2.75,2.48000001907349,2.34999990463257,2.25999999046326,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,Germany,DEU,..,5.96000003814697,5.94999980926514,6.07999992370605,6.17999982833862,6.46000003814697,6.46999979019165,6.6399998664856,6.69999980926514,6.71000003814697,6.80000019073486,6.76999998092651,6.63000011444092,6.75,6.75,6.78000020980835,7.21999979019165,7,6.84999990463257,6.88000011444092,6.92000007629395,7.05999994277954,6.96000003814697,6.96000003814697,6.92000007629395,6.96999979019165,7.07000017166138,6.71999979019165,6.48000001907349,6.09000015258789,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,Germany,DEU,..,4.26000022888184,4.25,4.3600001335144,4.42999982833862,4.61999988555908,4.6399998664856,4.71999979019165,4.76000022888184,4.76999998092651,4.8600001335144,4.82999992370605,4.76999998092651,4.84000015258789,4.88000011444092,4.90999984741211,5.17000007629395,5,4.96000003814697,5.01999998092651,5.03000020980835,5.1100001335144,5.09000015258789,5.07999992370605,5.05000019073486,5.11999988555908,5.26999998092651,4.96000003814697,4.76999998092651,4.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Germany,DEU,..,1.21000003814697,1.25,1.27999997138977,1.30999994277954,1.38999998569489,1.42999994754791,1.45000004768372,1.55999994277954,1.64999997615814,1.64999997615814,1.67999994754791,1.78999996185303,2.25999999046326,2.26999998092651,2.36999988555908,2.35999989509583,2.4300000667572,2.49000000953674,2.61999988555908,2.64000010490417,2.86999988555908,2.77999997138977,2.94000005722046,2.94000005722046,3.17000007629395,3.25999999046326,3.34999990463257,3.40000009536743,3.48000001907349,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,Germany,DEU,..,0.829999983310699,0.850000023841858,0.879999995231628,0.889999985694885,0.959999978542328,1.00999999046326,1.00999999046326,1.10000002384186,1.17999994754791,1.20000004768372,1.25,1.32000005245209,1.61000001430511,1.60000002384186,1.73000001907349,1.70000004768372,1.83000004291534,1.96000003814697,2.0699999332428,2.10999989509583,2.34999990463257,2.33999991416931,2.54999995231628,2.59999990463257,3.02999997138977,3.10999989509583,3.20000004768372,3.27999997138977,3.39000010490417,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Germany,DEU,..,1.52999997138977,1.60000002384186,1.62000000476837,1.66999995708466,1.77999997138977,1.78999996185303,1.82000005245209,1.96000003814697,2.03999996185303,2.02999997138977,2.04999995231628,2.17000007629395,2.78999996185303,2.80999994277954,2.89000010490417,2.89000010490417,2.91000008583069,2.91000008583069,3.04999995231628,3.03999996185303,3.25999999046326,3.11999988555908,3.23000001907349,3.19000005722046,3.26999998092651,3.36999988555908,3.45000004768372,3.48000001907349,3.54999995231628,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Germany,DEU,..,27.1800003051758,27.3400001525879,27.3999996185303,27.3799991607666,27.6900005340576,28.0499992370605,27.7800006866455,28.1900005340576,28.2399997711182,28.3099994659424,28.7999992370605,29.3400001525879,29.8999996185303,29.6499996185303,29.8400001525879,31.25,31.3799991607666,32.3699989318848,32.7799987792969,33.5299987792969,33.8300018310547,34.3899993896484,34.6699981689453,35.2700004577637,36,36.4199981689453,36.7400016784668,37.3699989318848,37.7200012207031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,Germany,DEU,..,13.8999996185303,13.9499998092651,13.8599996566772,13.8000001907349,13.8599996566772,14.1599998474121,14.0100002288818,14.1599998474121,14.1899995803833,14.2700004577637,14.5600004196167,15.0100002288818,15.9499998092651,16.0100002288818,16.0100002288818,17.0100002288818,16.9200000762939,17.6100006103516,17.8799991607666,18.2700004577637,18.4899997711182,18.8899993896484,18.8899993896484,19.4200000762939,20.2000007629395,20.6200008392334,20.9200000762939,21.4799995422363,21.9300003051758,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Germany,DEU,..,38.7400016784668,39,39.2400016784668,39.2099990844727,39.7000007629395,40.0499992370605,39.6199989318848,40.1399993896484,40.189998626709,40.1800003051758,40.7599983215332,41.1599998474121,41.3699989318848,40.8499984741211,41.0699996948242,42.8699989318848,43.1100006103516,44.1699981689453,44.5099983215332,45.310001373291,45.5999984741211,46.0699996948242,46.4799995422363,47.0099983215332,47.4900016784668,47.7999992370605,47.9700012207031,48.5999984741211,48.9099998474121,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Germany,DEU,..,71.6100006103516,71.4100036621094,71.3199996948242,71.3099975585938,70.9199981689453,70.5199966430664,70.7799987792969,70.25,70.120002746582,70.0400009155273,69.5199966430664,68.870002746582,67.8499984741211,68.0800018310547,67.7900009155273,66.3899993896484,66.1999969482422,65.1500015258789,64.5999984741211,63.8300018310547,63.2999992370605,62.8300018310547,62.3800010681152,61.7999992370605,60.8300018310547,60.3199996948242,59.9199981689453,59.2299995422363,58.7900009155273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,Germany,DEU,..,85.2699966430664,85.2099990844727,85.2600021362305,85.3099975585938,85.1900024414063,84.8300018310547,84.9899978637695,84.75,84.629997253418,84.5400009155273,84.1900024414063,83.6699981689453,82.4400024414063,82.379997253418,82.25,81.2900009155273,81.25,80.4300003051758,80.0599975585938,79.620002746582,79.1600036621094,78.7699966430664,78.5599975585938,77.9800033569336,76.7699966430664,76.2799987792969,75.879997253418,75.2399978637695,74.6800003051758,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,Germany,DEU,..,59.7299995422363,59.4000015258789,59.1399993896484,59.1199989318848,58.5299987792969,58.1599998474121,58.5499992370605,57.9099998474121,57.7700004577637,57.7900009155273,57.189998626709,56.6699981689453,55.8400001525879,56.3400001525879,56.0400009155273,54.2400016784668,53.9799995422363,52.9199981689453,52.4500007629395,51.6500015258789,51.1399993896484,50.810001373291,50.2900009155273,49.810001373291,49.2400016784668,48.8300018310547,48.5800018310547,47.9199981689453,47.5400009155273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Germany,DEU,..,54.1199989318848,53.6199989318848,53.1699981689453,52.6599998474121,52.0499992370605,51.7999992370605,51.5099983215332,50.8499984741211,50.6199989318848,49.3400001525879,48.6800003051758,48.1300010681152,47.4199981689453,46.2299995422363,45.1599998474121,44.7700004577637,45.3300018310547,45.5299987792969,45.5,44.9799995422363,44.5200004577637,43.4500007629395,43.1800003051758,43.25,43.2299995422363,42.939998626709,42.9000015258789,43.8600006103516,44.8199996948242,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,Germany,DEU,..,55.0299987792969,54.3199996948242,54.0400009155273,53.5499992370605,52.4000015258789,52.2299995422363,51.9000015258789,51.2299995422363,50.9900016784668,49.6100006103516,49.060001373291,48.5,47.7999992370605,46.689998626709,45.5400009155273,44.4500007629395,45.1199989318848,45.310001373291,45.4599990844727,44.8199996948242,44.439998626709,43.3600006103516,43.0800018310547,43.2599983215332,43.0900001525879,42.8499984741211,43.1699981689453,43.9300003051758,45,42.5800018310547,39.3499984741211,38.7799987792969,38.1699981689453,38.1399993896484,37.6399993896484,37.3499984741211,37.0900001525879,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Germany,DEU,..,64.7300033569336,64.129997253418,63.5499992370605,63.2299995422363,62.810001373291,62.9500007629395,62.939998626709,62.8899993896484,62.7099990844727,61.5699996948242,61.1800003051758,61.7599983215332,61.0999984741211,59.7900009155273,59.1199989318848,58.4799995422363,59.6199989318848,60.8699989318848,61.9799995422363,62.5699996948242,62.4500007629395,62.1399993896484,62.3899993896484,63.2400016784668,64.5299987792969,64.8199996948242,65.7799987792969,67.7399978637695,69.1900024414063,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Germany,DEU,..,65.0800018310547,64.25,63.939998626709,63.5999984741211,62.5900001525879,62.8199996948242,62.7599983215332,62.75,62.5299987792969,61.2000007629395,60.8300018310547,61.3899993896484,60.5900001525879,59.4799995422363,58.6100006103516,57.4500007629395,58.7099990844727,59.9799995422363,61.060001373291,61.560001373291,61.6199989318848,61.3400001525879,61.5400009155273,62.5400009155273,63.7400016784668,64.1699981689453,65.4199981689453,67.1399993896484,68.6900024414063,69.0599975585938,67.9199981689453,67.3099975585938,66.5500030517578,67.0400009155273,66.6399993896484,66.9300003051758,66.2799987792969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Germany,DEU,57.9599990844727,59.3199996948242,58.7700004577637,58.25,57.8300018310547,57.2999992370605,57.2400016784668,57.0800018310547,56.7200012207031,56.5099983215332,55.2900009155273,54.7599983215332,54.75,54.060001373291,52.810001373291,51.9300003051758,51.4099998474121,52.2400016784668,52.939998626709,53.4500007629395,53.4599990844727,53.1599998474121,52.439998626709,52.4099998474121,52.8499984741211,53.439998626709,53.4199981689453,53.8499984741211,55.2799987792969,56.4599990844727,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Germany,DEU,..,59.9700012207031,59.2099990844727,58.9199981689453,58.4900016784668,57.3899993896484,57.4000015258789,57.2000007629395,56.8400001525879,56.5900001525879,55.2299995422363,54.7900009155273,54.7799987792969,54.0299987792969,52.9099998474121,51.8899993896484,50.7700004577637,51.7099990844727,52.4199981689453,53.0099983215332,52.9099998474121,52.7400016784668,52.0400009155273,51.9799995422363,52.5299987792969,53.0099983215332,53.0900001525879,53.8400001525879,55.0099983215332,56.2599983215332,55.2000007629395,52.9099998474121,52.2900009155273,51.560001373291,51.75,51.2299995422363,51.25,50.8300018310547,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Germany,DEU,..,46.2599983215332,45.4099998474121,45.4000015258789,44.2400016784668,43.6599998474121,43.8600006103516,44.7299995422363,44.1300010681152,45.6699981689453,44.4500007629395,44.560001373291,44.9599990844727,43.9500007629395,41.9700012207031,40.310001373291,39.7900009155273,42.7400016784668,43.5499992370605,44.3600006103516,44.060001373291,44.2900009155273,43.3300018310547,42.810001373291,43.1800003051758,46.0900001525879,48.0900001525879,49.5499992370605,52.75,55.4500007629395,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,Germany,DEU,..,46.1399993896484,45.3899993896484,45.5099983215332,44.4599990844727,44.0099983215332,44.3199996948242,45.2200012207031,44.5200004577637,46.0699996948242,44.4799995422363,44.3600006103516,44.5299987792969,43.5299987792969,41.6500015258789,40.1500015258789,39.8400001525879,42.9599990844727,43.8199996948242,44.2599983215332,43.5900001525879,43.8899993896484,42.4599990844727,41.8800010681152,43.0400009155273,46.1800003051758,48.4099998474121,49.8400001525879,52.7299995422363,55.1399993896484,56.0400009155273,54.310001373291,53.7299995422363,52.5800018310547,51.7299995422363,49.9199981689453,48.2999992370605,41.8499984741211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Germany,DEU,..,50.439998626709,48.6100006103516,47.1699981689453,46.8899993896484,46.4599990844727,47.25,47.9599990844727,48.189998626709,49.5299987792969,48.2999992370605,48.060001373291,49.3199996948242,47.7999992370605,45.6800003051758,43.9500007629395,42.8600006103516,45.1399993896484,46.939998626709,48.9500007629395,49.4099998474121,49.7099990844727,48.8899993896484,47.9700012207031,48.9799995422363,50.689998626709,52.4099998474121,54.6399993896484,57.8400001525879,59.9000015258789,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
